#Name,Brand,color,Link,wish,review
Balenciaga Tyrex Sneakers Black,Balenciaga,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/38086 ,286,16
Dior x Cactus Jack B713 Sneakers Mocha Black,Dior,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/69896 ,89,16
Nike Air Zoom GT Cut Lime Ice,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/46264 ,61,0
New Balance x Aime Leon Dore 990v5 Made in USA,New Balance,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/22763 ,71,3
Hoka One One Tor Ultra Hi 2 WP Burnt Olive,Hoka One One,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/23503 ,104,12
Golden Goose Mesh and Suede Dad-Star Sneakers White Dove Grey,Golden Goose,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/82923 ,1,0
Rick Owens Full Grain Calf Leather Strobe Low Sneakers Black Milk White,Rick Owens,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/81734 ,22,0
(W) Chanel Slingbacks Goatskin Grosgrain & Black,Chanel,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/54999 ,149,0
(W) Saint Laurent Smooth Leather Monogram Penny Slippers Black,Saint Laurent,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/53954 ,20,0
Jordan 1 Mid White Stealth,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/65932 ,3730,32
Jordan 1 Mid SE Infrared 23,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/74092 ,1805,37
Asics Gel-Sonoma 15-50 Oyster Grey Cream,Asics,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/76135 ,653,6
Nike SB Dunk High Pro PRM Coconut Milk and Black,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/76115 ,102,6
Nike Air More Uptempo Limestone and Valerian Blue,Nike,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/81362 ,74,2
Nike Dunk Low SP Community Garden,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25476 ,1943,256
New Balance 1500 Made in UK Navy,New Balance,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/26503 ,247,3
Jordan 1 KO White and Black,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/69054 ,2437,14
(TD) Nike Dunk Low Archeo Pink,Nike,"{'name': 'Dull Red', 'RGB': (187, 63, 63)}",https://kream.co.kr/products/49159 ,629,34
New Balance 550 White Nightwatch Green - 2E Wide,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/76113 ,471,2
Nike Air Force 1 Mid QS NYC White Midnight Navy,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/42642 ,5801,77
Converse x Fear of God Essentials Chuck 70 Hi Grey,Converse,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/23794 ,2785,74
Adidas Gazelle Indoor Collegiate Navy,Adidas,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/77385 ,665,4
(W) Autry Medalist Low Leather Sneakers White Pink,Autry,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/48214 ,469,7
Adidas Superstar Bliss Core Black,Adidas,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/81214 ,137,6
New Balance 990v3 Made in USA Scarlet Marblehead,New Balance,"{'name': 'Merlot', 'RGB': (131, 25, 35)}",https://kream.co.kr/products/71077 ,1694,42
Adidas Yeezy Boost 350 V2 MX Oat,Adidas,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/43597 ,2698,166
(W) Nike Dunk Low Next Nature Light Orewood Brown,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/47185 ,14000,146
Asics x Andersson Bell Gel-1090 White Orange,Asics,"{'name': 'Tiger Orange', 'RGB': (200, 129, 65)}",https://kream.co.kr/products/31701 ,1671,143
(W) Jordan 1 Elevate Low SE Dark Beetroot,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/66711 ,1988,10
New Balance 9060 Rain Cloud Castlerock,New Balance,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/76454 ,180,11
New Balance 574 Legacy Grey Sea Salt,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/75330 ,1342,10
Jordan 1 KO Rush Orange,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/56420 ,1539,61
Adidas Spezial Handball Core Black,Adidas,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/50676 ,1464,3
Autry Medalist Low Leather Sneakers Grey White,Autry,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/51371 ,442,12
Adidas Orketro Bliss Cloud White,Adidas,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/64173 ,2305,10
Nike ZoomX Vaporfly Next% 2 Black Flash Crimson,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/68777 ,235,1
(W) Jordan 1 Retro High OG Silver Toe,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/29188 ,8333,672
Adidas x Human Made Adimatic White,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/70260 ,2390,35
Adidas Yeezy 700 V3 Kyanite,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/31853 ,2913,228
Asics x Takahiromiyashita The Soloist Gel-Quantum 360,Asics,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/81026 ,550,4
(W) Nike Air Force 1 Low Dark Beetroot,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/51567 ,2490,26
Salomon XT-6 Skyline Vanilla Ice Sun Baked,Salomon,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/65835 ,412,7
Adidas Yeezy Knit RNR Faded Indigo,Adidas,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/81014 ,264,2
Nike Air Max 95 OG Solar Red 2018,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/15904 ,205,24
Nike x LeBron James x Fruity Pebbles Dunk Low QS Habanero Red,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/75153 ,206,0
The North Face x Kaws Thermoball Traction Mule VS Moonlight Ivory Orange - 22FW,The North Face,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/82908 ,80,1
Hoka One One x Engineered Garments Bondi L Brown Croc,Hoka One One,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/49641 ,19,0
Nike Air Zoom Pegasus 37 White Hyper Violet,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/42512 ,705,0
New Balance 530 Silver Black,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/30593 ,2410,29
(GS) Jordan 1 Low Rush Pink,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/42628 ,2253,35
Adidas x Pharrell Williams Hu NMD Solar Pack Mother,Adidas,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/16330 ,19,6
Adidas Yeezy 500 Taupe Light,Adidas,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/35712 ,2781,153
Jordan 1 Retro High OG Pine Green Black,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23514 ,5843,719
Reebok x BAPE Instapump Fury OG Multi Camo,Reebok,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/41683 ,202,5
New Balance 574 Nimbus Cloud - D Standard,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/30669 ,1618,10
(W) Nike Air Max 97 White Pure Platinum,Nike,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/15729 ,3983,142
Vans Vault OG Authentic LX Red,Vans,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/28264 ,4461,99
New Balance 878 Triple Black,New Balance,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/24794 ,4107,48
Adidas Samba OG Royal Blue,Adidas,"{'name': 'Chathams Blue', 'RGB': (23, 85, 121)}",https://kream.co.kr/products/75972 ,3180,11
Nike x Travis Scott Nike Air Trainer 1 Grey Haze and Dusty Sage,Nike,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/62421 ,1994,63
New Balance 2002R Premium Vintage Grey,New Balance,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/57930 ,2080,69
New Balance x Bryant Giles 2002R Mule What Now?,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/69305 ,563,6
(W) Nike Dunk Low White and University Red,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/63204 ,6466,97
(W) Autry Medalist Low Leather Sneakers White Blue,Autry,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/48212 ,518,3
New Balance 574 Navy - D Standard,New Balance,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/50503 ,1632,9
(W) Jordan 1 Low SE Laser Orange,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/24719 ,11000,113
(W) Nike Air Force 1 '07 SE 40th Anniversary Join Forces Sail Team Red,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/80313 ,1174,6
Nike Pegasus Trail 3 Gore-Tex Black Dark Smoke Grey,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/53310 ,501,8
Nike Air Kukini Triple Black,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/70969 ,932,4
(W) Jordan 4 Retro Canyon Purple,Jordan,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/74105 ,128,3
Adidas OG Forum 84 High Blue Thread,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/27708 ,869,29
(W) Nike Air Zoom Alphafly Next% Flyknit Rawdacious,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/45812 ,84,2
Dr. Martens x A-Cold-Wall 1461 Iced Black Smooth,Dr. Martens,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/46683 ,86,1
New Balance 530 Mars,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/51852 ,1662,16
Adidas Yeezy Boost 350 V2 Mono Mist,Adidas,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/36252 ,385,8
Nike Dunk High SP Spartan Green,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25645 ,4987,498
(W) Nike Dunk Low Pink Oxford,Nike,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/70254 ,1729,23
(W) Nike x Serena Williams Air Force 1 LXX Summit White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/51345 ,1548,19
(W) Autry Medalist Low Leather Sneakers Grey White,Autry,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/50461 ,559,3
Jordan 6 Retro Magnet College Navy,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/75377 ,164,2
(W) Nike Air Force 1 '07 Low White Black,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/28634 ,7666,90
(GS) Jordan 1 Retro High OG Shadow 2.0,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/34376 ,6853,369
Nike Air Zoom Alphafly Next% Flyknit Volt,Nike,"{'name': 'Wattle', 'RGB': (220, 215, 71)}",https://kream.co.kr/products/41727 ,123,1
New Balance 327 Black,New Balance,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/24561 ,5077,316
Reebok Club C 85 Vintage Chalk,Reebok,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/43746 ,1231,4
Axel Arigato Marathon Runner White Silver,Axel Arigato,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/41226 ,962,32
Nike Air Force 1 '07 LV8 Varsity White Gym Red,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/45907 ,3127,14
Nike Dunk Low Retro Black White,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/61880 ,1335,14
(W) Nike Dunk Low Next Nature Gym Red,Nike,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/47901 ,13000,205
Converse Chuck 70 High Parchment,Converse,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/13244 ,5798,96
Adidas Yeezy 450 Utility Black,Adidas,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/72030 ,643,25
Converse x Fear of God Essentials Chuck 70 Hi Black 2020,Converse,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23586 ,4113,194
Nike Zoom LeBron 2 Metallic Gold and White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/77615 ,79,3
(W) Nike Waffle Racer 2X Summit White Volt,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/26489 ,385,16
Reebok x Maison Margiela Classic Leather Decortique Tabi Shoes Bianchetto,Reebok,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/50692 ,174,9
(W) Nike Air Zoom Alphafly Next% Hyper Turquoise,Nike,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/42204 ,55,0
Adidas Adizero Adios Pro 3 Crystal White,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/79956 ,14,2
Jordan 1 Mid Elephant Toe,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/58657 ,846,33
Adidas Yeezy 500 High Mist Stone,Adidas,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/42950 ,325,19
Jordan 1 Low SE White Black Tie-Dye,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/60304 ,2647,24
Salomon XT-6 Mindful Vanilla Ice,Salomon,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/62371 ,1412,4
Nike Dunk Low Retro Blue Jay and University Gold,Nike,"{'name': 'Chathams Blue', 'RGB': (23, 85, 121)}",https://kream.co.kr/products/71608 ,3231,91
Vans Vault x Mastermind x END. Old Skool Cap LX Black,Vans,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/45897 ,293,17
Converse Run Star Hike Hi Black White Gum,Converse,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23422 ,14000,1830
(W) Nike Dunk Low Orange Pearl,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/29218 ,17000,482
(W) Nike Air Max 97 Black Dark Grey,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/10949 ,1338,29
(W) Nike Air Force 1 '07 Valentine Day 2022,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/50755 ,3268,36
Nike Dunk Low Retro Next Nature Riftblue,Nike,"{'name': 'Greenish Blue', 'RGB': (48, 125, 126)}",https://kream.co.kr/products/45516 ,4565,34
Nike Dunk Low Retro Varsity Maize,Nike,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/32656 ,12000,904
Nike x Off-White Air Rubber Dunk University Gold,Nike,"{'name': 'Tiger Orange', 'RGB': (200, 129, 65)}",https://kream.co.kr/products/25831 ,3649,647
New Balance 550 White - 2E Wide,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/53777 ,3457,22
Nike x Sacai x Undercover LDWaffle Night Maroon Team Royal,Nike,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/43676 ,5955,565
(GS) Nike Dunk Low Wolf Grey,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/52893 ,9300,40
Adidas Yeezy QNTM Onyx,Adidas,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/40726 ,784,29
Adidas Yeezy QNTM BSKTBL,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/23527 ,708,41
Jordan 1 Retro High OG First Class Flight,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/22175 ,1560,77
Nike ZoomX Vaporfly Next% 2 White Photo Blue,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/49501 ,338,2
Jordan 1 Retro High OG CO.JP Neutral Grey,Jordan,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/24049 ,1965,112
(W) Jordan 1 Mid Barely Rose,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/31274 ,8947,137
Adidas x Jamal Smith Adimatic Black Orange Rush,Adidas,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/61414 ,1043,6
Adidas Yeezy Boost 700 Fade Azure,Adidas,"{'name': 'Greenish Blue', 'RGB': (48, 125, 126)}",https://kream.co.kr/products/45548 ,146,14
Nike x Fear of God Air Skylon 2 White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/18189 ,542,67
(W) New Balance 327 Black Moonbeam,New Balance,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/27538 ,1853,13
Jordan 6 Retro Midnight Navy,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/60298 ,878,14
New Balance 2002R Beige,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/27560 ,653,10
Nike Air Max 95 Essential Triple Black 2020,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/24803 ,1630,52
