#Name,Brand,color,Link,wish,review
(W) Jordan 1 Mid Sail and Worn Blue,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/56481 ,23000,126
(GS) Jordan 1 Low White Gym Red Black,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/54006 ,6990,131
Adidas Gazelle Core Black Pantone,Adidas,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/77709 ,3200,12
(GS) Jordan 1 Mid Light Arctic Pink,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25614 ,25000,132
Nike x Drake Nocta Hot Step Air Terra Triple Black,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/52781 ,1136,41
Nike x Union Dunk Low Passport Pack Pistachio,Nike,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/50653 ,2603,254
(W) Jordan 1 Low Black University Blue,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/46732 ,35000,397
Jordan 1 Retro High OG Royal Toe,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23759 ,23000,1725
Adidas Yeezy Boost 350 V2 MX Rock,Adidas,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/47158 ,2475,101
Adidas Yeezy Slide Pure - Re-Release Ver.,Adidas,"{'name': 'Oriental Pink', 'RGB': (198, 145, 145)}",https://kream.co.kr/products/47060 ,6806,472
Jordan 1 x Zion Williamson Low OG Flax and Oil Green,Jordan,"{'name': 'Oriental Pink', 'RGB': (198, 145, 145)}",https://kream.co.kr/products/82995 ,430,0
New Balance 530 Earth,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/51911 ,3300,37
Jordan 1 Retro Low OG Bleached Coral,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/64831 ,10000,236
(W) Jordan 1 Retro High OG Seafoam,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/38724 ,16000,484
Jordan 4 Golf Bred,Jordan,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/47105 ,387,8
(GS) Jordan 1 Retro High OG Bleached Coral,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/60746 ,14000,197
New Balance 2002R T2 Gray,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/29249 ,11000,194
(W) Nike Daybreak Wheat,Nike,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/23605 ,3457,194
Jordan 1 Retro High OG Pollen,Jordan,"{'name': 'Tiger Orange', 'RGB': (200, 129, 65)}",https://kream.co.kr/products/38796 ,15000,1700
New Balance 990v1 Made in USA Marblehead Incense,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/59070 ,1871,49
New Balance 990v2 Made in USA Sea Salt,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/64763 ,342,7
(PS) Nike Dunk Low Black,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/28230 ,6246,563
Nike x Sacai x Clot LDWaffle Orange Blaze,Nike,"{'name': 'Oriental Pink', 'RGB': (198, 145, 145)}",https://kream.co.kr/products/40651 ,4383,498
(W) Nike Dunk Low SE Honeydew Phantom,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/83386 ,216,3
Converse x Play Comme des Garcons Chuck 70 Ox White,Converse,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/23510 ,4677,96
Jordan 1 Retro High OG Court Purple 2020,Jordan,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/23418 ,22000,2364
Nike x Sacai Blazer Low White Patent Leather,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/54951 ,12000,351
New Balance 1906R White Gray,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/81612 ,325,12
Nike Air Max 97 OG Atlantic Blue and Voltage Yellow,Nike,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/59198 ,1492,87
Jordan 1 Low Golf Shadow,Jordan,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/48709 ,3080,103
(GS) Jordan 1 Low OG Starfish,Jordan,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/40092 ,4504,211
Jordan 1 Low Dark Teal,Jordan,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/42321 ,19000,417
(Kids) Adidas Superstar J Black White,Adidas,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/76368 ,423,3
New Balance 2002R Protection Pack Sea Salt,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/37244 ,1476,41
(W) Nike Air Force 1 '07 SE First Use Orange Sail,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/36175 ,12000,62
Jordan 1 Retro High OG Rebellionaire,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/53308 ,6439,417
Asics x Jessica Gonsalves Gel-Nimbus 9 Cream White,Asics,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/83063 ,608,5
New Balance 1906R Charcoal Grey,New Balance,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/73060 ,1648,14
Clarks x Thisisneverthat Wallabee Maple,Clarks,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/57093 ,926,41
Nike x Sacai x Clot LDWaffle Cool Grey,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/42255 ,11000,786
Nike Air VaporMax 2021 Flyknit Triple Black,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/36489 ,2537,22
Nike Air More Uptempo 96 White Midnight Navy,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/64937 ,1133,21
(GS) Jordan 1 Low Light Smoke Grey Black,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/57074 ,3451,11
Converse x Play Comme des Garcons Chuck 70 Ox Black,Converse,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/23509 ,12000,425
(W) Nike Dunk Low Essential Blue Paisley,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/47875 ,11000,116
New Balance 2002R Gray,New Balance,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/25469 ,5143,119
New Balance x Auralee 2002R White,New Balance,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/73723 ,477,5
Nike Air Force 1 Mid '07 QS Olive Green and Total Orange,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/61343 ,2495,50
Vans x Neighborhood Era 95 DX Grey,Vans,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/83408 ,127,5
Adidas Yeezy Boost 350 V2 Yeezreel - Non-Reflective,Adidas,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/23142 ,1578,165
Nike Air Max 97 Triple Black,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23643 ,1793,72
New Balance 2002 Warm Alpaca,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/49344 ,4247,134
Jordan 1 Low SE Diamond,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/50674 ,4183,82
Adidas Yeezy 700 V3 Fade Salt,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/79378 ,500,33
Converse x Moncler x Fragment Chuck 70 Ox Fraylor III Black,Converse,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/37613 ,3702,77
Nike Air Max 1 Premium Crepe Hemp,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/76908 ,280,7
New Balance 878 Gray,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/41279 ,4630,33
Nike KD 15 EP Pink Foam,Nike,"{'name': 'Oriental Pink', 'RGB': (198, 145, 145)}",https://kream.co.kr/products/82303 ,24,1
Asics UB5-S Gel-Nimbus 9 Black Gunmetal,Asics,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/74550 ,2298,38
Nike Killshot 2 Leather Sail Gum,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/24746 ,6701,70
Adidas x Sean Wotherspoon Superstar Superearth,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25323 ,2367,72
(W) Jordan 1 Mid SE Noble Green,Jordan,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/77649 ,594,4
Asics Jog 100 S Sheet Rock - 2E Wide,Asics,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/50998 ,14000,212
(W) Jordan 4 Retro Sail,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/54959 ,521,9
Jordan 6 Retro DMP 2020,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23402 ,553,48
Nike Air Force 1 Mid QS University Red and Midnight Navy,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/58592 ,8927,314
Jordan 1 Mid Gym Red Black White,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/32777 ,26000,1597
(W) Nike Dunk Low Ocean,Nike,"{'name': 'Chathams Blue', 'RGB': (23, 85, 121)}",https://kream.co.kr/products/60024 ,6038,72
(W) Jordan 1 Retro High OG Starfish,Jordan,"{'name': 'Rope', 'RGB': (142, 77, 30)}",https://kream.co.kr/products/76361 ,1901,60
(GS) Jordan 4 Retro French Blue,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/82933 ,138,8
Nike Dunk High Retro Championship White,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/37186 ,11000,157
Jordan 1 Retro High OG Vachetta Tan,Jordan,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/77086 ,415,8
(W) Nike Air Force 1 Shadow Triple White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/22295 ,9698,135
Jordan 1 Mid Sonics 2021,Jordan,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/46215 ,9487,228
Nike Air VaporMax 2021 Flyknit White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/36810 ,1943,14
Nike x Ambush Dunk High Deep Royal Blue,Nike,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/34573 ,14000,1503
Nike x Sacai VaporWaffle Sesame and Blue Void,Nike,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/33578 ,6350,1120
Nike x Kasina Dunk Low Road Sign - Kasina Exclusive,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25585 ,5313,722
Nike x Sacai VaporWaffle Tour Yellow & Gorge Green Sail,Nike,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/26732 ,5693,1370
Jordan 4 x Union Retro SP Desert Moss,Jordan,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/36418 ,1487,240
Nike x Sacai VaporWaffle Royal Fuchsia,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/26022 ,7913,1688
Jordan 11 Retro Bred 2019,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23137 ,3282,481
Maison Margiela Replica Paint Drop Sneakers,Maison Margiela,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/24910 ,3514,397
(GS) Jordan 1 Retro High OG CO.JP Midnight Navy,Jordan,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/26146 ,14000,641
Nike x Sacai VaporWaffle Black White,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/26197 ,8781,2280
Nike x Sacai x Jean Paul Gaultier VaporWaffle Black White,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/41580 ,2287,136
Jordan 1 Retro High OG Gym Red,Jordan,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/21068 ,11000,1130
Jordan 4 Retro OG Fire Red 2020,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/26186 ,3396,461
Jordan 1 Low Light Smoke Grey,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/25789 ,18000,790
Adidas Yeezy Boost 350 V2 Cream/Triple White,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/10121 ,4601,569
Nike ACG Mountain Fly Gore-Tex Clay Green,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/45086 ,1765,90
(W) New Balance 993 Made in USA Grey - D Wide,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/26734 ,4522,94
(W) Chanel Ballerina Flat Lambskin & Beige Black,Chanel,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/53980 ,1641,5
New Balance 992 Made in USA Black Grey,New Balance,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/33070 ,9001,359
Valentino Gumboy Calfskin Sneakers White - 22FW,Valentino,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/68894 ,126,2
Nike ACG Mountain Fly Gore-Tex Black and Dark Grey,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/26336 ,1956,126
Maison Mihara Yasuhiro Wayne OG Sole Leather Low-top Sneakers White,Mihara Yasuhiro,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/40662 ,889,24
Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,Adidas,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/12130 ,1030,240
(W) Hermes Bouncing Sneakers Goatskin & Blanc Noir,Hermes,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/60869 ,986,6
(W) Hermes Paris Loafers Goatskin & Palladium Noir,Hermes,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/54809 ,682,5
Nike x Supreme Shox Ride 2 SP Black,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/67189 ,2840,86
Nike x StrangeLove SB Dunk Low Pink (Regular Box),Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/23446 ,3757,429
(W) Nike Dunk High Team Red,Nike,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/29216 ,4051,108
Maison Mihara Yasuhiro Baker OG Sole Canvas Low Cut Sneakers Black,Mihara Yasuhiro,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/26198 ,1471,59
(W) Chanel Mixed Fibers Sneakers Velvet Calfskin & Gold Black,Chanel,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/48147 ,422,2
Nike x Ben & Jerry's SB Dunk Low Chunky Dunky,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/23950 ,2751,310
Hermes Bouncing Sneakers Calfskin Suede Goatskin & Noir,Hermes,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/62375 ,99,1
Maison Mihara Yasuhiro Baker OG Sole Canvas Low Cut Sneakers White,Mihara Yasuhiro,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/26199 ,565,20
Nike x Sacai LDWaffle Black Nylon,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/23601 ,1385,138
Maison Mihara Yasuhiro Peterson OG Sole Canvas Low Sneakers Orange,Mihara Yasuhiro,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/71884 ,364,8
Y-3 Yohji Star White,Y-3,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/28880 ,3359,103
(W) Maison Margiela Kiki Slip-On Shoes Black,Maison Margiela,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/37853 ,418,1
New Balance x Joe Freshgoods 993 Made in USA Arctic Blue,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/81537 ,72,4
(W) Maison Margiela Tabi Ballet Flat Shoes Black,Maison Margiela,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/37852 ,819,5
New Balance x Aime Leon Dore 1300 Botanical Green,New Balance,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/25954 ,2481,37
New Balance x Invincible x N.Hoolywood 1906R Gray,New Balance,"{'name': 'Cascade', 'RGB': (139, 169, 165)}",https://kream.co.kr/products/80532 ,329,2
Nike Air Zoom Alphafly Next% 2 Mint Foam,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/68943 ,247,1
Maison Mihara Yasuhiro Peterson OG Sole Canvas Low Sneakers Green,Mihara Yasuhiro,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/71883 ,646,3
Hermes Bouncing Sneakers Calfskin Suede Goatskin & Marine,Hermes,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/66336 ,45,0
(W) Golden Goose Superstar White Black Heel Tab Sneakers,Golden Goose,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/35800 ,737,5
Maison Margiela Calfskin Replica Sneakers White,Maison Margiela,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/24913 ,956,50
Guidi 992X Horse Full Grain Leather Derby Black,Guidi,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/79004 ,202,2
Hoka One One Tor Ultra Low Black,Hoka One One,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/76815 ,107,4
Salomon x The Broken Arm Techamphibian White Black Safari,Salomon,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/64581 ,1697,4
(W) Balenciaga Track Sneakers White,Balenciaga,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/52490 ,130,6
Jordan 1 Low Bred Toe,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/42353 ,19000,598
Converse Chuck 70 Hi Black,Converse,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/13242 ,15000,835
(W) Nike Air Force 1 Shadow White Atmosphere Mint,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/56320 ,2640,7
Jordan 1 x J Balvin Retro High OG,Jordan,"{'name': 'Chathams Blue', 'RGB': (23, 85, 121)}",https://kream.co.kr/products/26518 ,1655,387
(W) Nike Dunk High Deep Royal Blue,Nike,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/74901 ,2441,22
Asics Gel-1130 Oyster Grey Pure Silver,Asics,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/61869 ,2541,27
(W) Autry Medalist Low Leather Sneakers White Black,Autry,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/48210 ,1072,12
New Balance 530 Silver,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/24006 ,9628,473
Nike Dunk Low Retro Grey Fog Black,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/76880 ,4980,28
(W) Nike Air Force 1 '07 Essential Paisley Swoosh White Black,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/47116 ,18000,297
Adidas Adimatic Grey One,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/79369 ,1175,8
(W) Nike Dunk Low Essential Brilliant Orange,Nike,"{'name': 'Rope', 'RGB': (142, 77, 30)}",https://kream.co.kr/products/74903 ,6328,76
Salomon XT-6 Clear Safari Vanila Ice,Salomon,"{'name': 'Oriental Pink', 'RGB': (198, 145, 145)}",https://kream.co.kr/products/61899 ,2347,29
Jordan 6 Retro Carmine 2021,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/28975 ,7165,1146
Jordan 1 Mid SE Dark Chocolate,Jordan,"{'name': 'Woody Brown', 'RGB': (72, 49, 49)}",https://kream.co.kr/products/44942 ,962,31
(GS) Nike x NBA Dunk Low Black and Chile Red,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/41949 ,7879,340
New Balance x Carhartt WIP 990v1 Made in USA Sculpture Center,New Balance,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/76936 ,2245,43
Adidas Yeezy 450 Cloud White,Adidas,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/30712 ,2168,131
(W) Nike Air Max 97 Next Nature White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/48168 ,1306,7
Asics Jog 100 2 Black,Asics,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/36038 ,6908,86
Asics Gel-Sonoma 15-50 Oyster Grey,Asics,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/73795 ,3651,20
Adidas Yeezy 500 Ash Grey,Adidas,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/46083 ,3337,57
Nike Dunk Low Retro Championship Goldenrod,Nike,"{'name': 'Golden Bell', 'RGB': (226, 137, 19)}",https://kream.co.kr/products/42553 ,12000,574
New Balance 327 Clean Vintage Moonbeam,New Balance,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/60774 ,552,4
Nike SB Dunk Low Pro Premium Deep Royal Blue,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/69540 ,12000,179
Salomon XT-6 Apricot Buff,Salomon,"{'name': 'Golden Bell', 'RGB': (226, 137, 19)}",https://kream.co.kr/products/60347 ,1397,16
(W) Nike Daybreak Summit White University Red,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/26063 ,4961,88
Nike Dunk Low Retro QS Argon,Nike,"{'name': 'Moonstone Blue', 'RGB': (115, 169, 194)}",https://kream.co.kr/products/72017 ,557,35
(W) Nike Dunk Low Next Nature Barely Green and White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/55156 ,15000,82
(W) Autry Medalist Low Leather Sneakers Black White,Autry,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/48220 ,1398,8
Crocs x Mastermind Classic Clog Black,Crocs,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/68989 ,805,26
Jordan 1 Retro High OG Volt Gold,Jordan,"{'name': 'Dawn Pink', 'RGB': (243, 233, 229)}",https://kream.co.kr/products/27732 ,6645,905
Asics x I4P Gel-1130 Glacier Grey Mink,Asics,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/52235 ,12000,311
Adidas Superstar Golden Beige,Adidas,"{'name': 'Tiger Orange', 'RGB': (200, 129, 65)}",https://kream.co.kr/products/74267 ,1719,21
Nike Air Max 95 OG Neon Yellow 2020,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/26730 ,2310,521
Nike Air Force 1 '07 PRM 40th Anniversary Join Forces White,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/80111 ,1145,10
Nike Air Max 1 Premium Dirty Denim,Nike,"{'name': 'Almond Frost', 'RGB': (144, 123, 113)}",https://kream.co.kr/products/74386 ,471,8
Adidas Yeezy Slide Resin 2022,Adidas,"{'name': 'Sorrell Brown', 'RGB': (206, 185, 143)}",https://kream.co.kr/products/76360 ,864,41
Adidas Gazelle Indoor Scarlet,Adidas,"{'name': 'Dull Red', 'RGB': (187, 63, 63)}",https://kream.co.kr/products/73238 ,1952,10
Converse Chuck 70 Ox Black,Converse,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/13243 ,7531,242
Asics Gel-Kayano 25 Glacier Grey,Asics,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/51496 ,2472,36
Nike LeBron XX EP Violet Frost,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/81926 ,127,2
Jordan 11 Retro Jubilee,Jordan,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/26548 ,1677,327
Asics Gel-1090 V2 Oyster Grey,Asics,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/65575 ,2686,16
Nike Air More Uptempo 96 Trading Cards,Nike,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/48931 ,861,36
Adidas Adimatic Night Marin,Adidas,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/70587 ,2054,22
Crocs x Salehe Bembury Pollex Clog Kuwata,Crocs,"{'name': 'Indian Red', 'RGB': (205, 92, 92)}",https://kream.co.kr/products/82798 ,147,7
Jordan 1 Retro High OG Bordeaux,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/44923 ,16000,1201
Nike Dunk High Retro Noble Green,Nike,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/60352 ,10000,147
Nike Air More Uptempo Black White 2020,Nike,"{'name': 'Onyx', 'RGB': (15, 15, 15)}",https://kream.co.kr/products/26107 ,2777,573
(GS) Jordan 1 Low OG Bleached Coral,Jordan,"{'name': 'Silver', 'RGB': (197, 201, 199)}",https://kream.co.kr/products/67191 ,1433,7
Nike Air Force 1 Low Gore-Tex Escape,Nike,"{'name': 'Dark Blue Grey', 'RGB': (31, 59, 77)}",https://kream.co.kr/products/38630 ,2426,50
