Name,Brand,Colors,Link,wish,review
Adidas Yeezy Slide Resin 2022,Adidas,"[(187, 192, 148, 95)]",https://kream.co.kr/products/76360 ,864,41
Adidas Gazelle Indoor Scarlet,Adidas,"[(183, 48, 47, 54), (187, 121, 82, 26), (225, 223, 223, 13)]",https://kream.co.kr/products/73238 ,1952,10
Converse Chuck 70 Ox Black,Converse,"[(217, 207, 206, 49), (31, 32, 35, 43)]",https://kream.co.kr/products/13243 ,7531,242
Asics Gel-Kayano 25 Glacier Grey,Asics,"[(209, 208, 212, 53), (45, 44, 47, 34)]",https://kream.co.kr/products/51496 ,2472,36
Nike LeBron XX EP Violet Frost,Nike,"[(192, 187, 208, 61), (128, 138, 192, 14)]",https://kream.co.kr/products/81926 ,127,2
Jordan 11 Retro Jubilee,Jordan,"[(19, 19, 20, 57), (233, 233, 234, 30)]",https://kream.co.kr/products/26548 ,1677,327
Asics Gel-1090 V2 Oyster Grey,Asics,"[(197, 190, 181, 40), (43, 41, 40, 22), (95, 91, 89, 12), (139, 133, 130, 9)]",https://kream.co.kr/products/65575 ,2686,16
Nike Air More Uptempo 96 Trading Cards,Nike,"[(212, 208, 202, 55), (35, 31, 34, 31)]",https://kream.co.kr/products/48931 ,861,36
Adidas Adimatic Night Marin,Adidas,"[(60, 69, 92, 45), (232, 225, 223, 42)]",https://kream.co.kr/products/70587 ,2054,22
Crocs x Salehe Bembury Pollex Clog Kuwata,Crocs,"[(202, 99, 86, 69), (235, 138, 119, 9), (158, 70, 64, 8)]",https://kream.co.kr/products/82798 ,147,7
Jordan 1 Retro High OG Bordeaux,Jordan,"[(214, 213, 214, 39), (73, 38, 47, 35), (101, 66, 74, 10)]",https://kream.co.kr/products/44923 ,16000,1201
Nike Dunk High Retro Noble Green,Nike,"[(28, 63, 51, 49), (218, 225, 229, 46)]",https://kream.co.kr/products/60352 ,10000,147
Nike Air More Uptempo Black White 2020,Nike,"[(25, 26, 27, 85)]",https://kream.co.kr/products/26107 ,2777,573
(GS) Jordan 1 Low OG Bleached Coral,Jordan,"[(212, 197, 199, 49), (32, 32, 33, 42)]",https://kream.co.kr/products/67191 ,1433,7
Nike Air Force 1 Low Gore-Tex Escape,Nike,"[(59, 57, 48, 48), (213, 210, 195, 34)]",https://kream.co.kr/products/38630 ,2426,50
Nike x Sacai Blazer Low Black Patent Leather,Nike,"[(214, 214, 219, 62), (41, 41, 41, 34)]",https://kream.co.kr/products/54952 ,5532,278
Adidas Superstar White Black,Adidas,"[(215, 218, 223, 82), (41, 43, 48, 14)]",https://kream.co.kr/products/30987 ,5183,99
Jordan 1 Low Golf Starfish,Jordan,"[(209, 206, 206, 40), (22, 19, 21, 37), (204, 93, 50, 17)]",https://kream.co.kr/products/62385 ,6662,153
New Balance 2002R Light Cream Purple,New Balance,"[(39, 41, 54, 51), (190, 187, 176, 35)]",https://kream.co.kr/products/61723 ,738,6
Jordan 1 Retro High OG Volt,Jordan,"[(224, 222, 214, 37), (45, 45, 39, 20), (188, 209, 84, 19), (183, 210, 49, 18)]",https://kream.co.kr/products/64447 ,1594,47
Adidas Campus 00s Bark Cloud White,Adidas,"[(88, 60, 44, 56), (207, 202, 189, 38)]",https://kream.co.kr/products/79483 ,1528,18
(W) Nike Dunk Low Next Nature Pale Coral,Nike,"[(200, 188, 182, 72), (226, 225, 226, 16)]",https://kream.co.kr/products/39445 ,15000,213
(W) Jordan 1 Elevate Low Stealth,Jordan,"[(124, 128, 145, 69), (78, 83, 97, 11), (179, 183, 203, 9)]",https://kream.co.kr/products/79183 ,914,10
(W) Jordan 5 Retro SP Black Red,Jordan,"[(30, 30, 32, 71), (178, 161, 140, 10)]",https://kream.co.kr/products/81962 ,94,1
New Balance x Aime Leon Dore 550 Olive,New Balance,"[(212, 213, 202, 68), (60, 57, 42, 24)]",https://kream.co.kr/products/68147 ,548,15
Jordan 1 Low Court Purple 2020,Jordan,"[(213, 216, 219, 42), (51, 46, 93, 22), (82, 76, 115, 18), (37, 36, 42, 10)]",https://kream.co.kr/products/25975 ,4768,104
(W) New Balance 991 Made in UK Grey,New Balance,"[(172, 164, 158, 64), (54, 53, 52, 11), (101, 100, 98, 11), (228, 227, 229, 9)]",https://kream.co.kr/products/25623 ,495,7
Adidas Yeezy Foam RNNR Sulfur,Adidas,"[(197, 186, 127, 91)]",https://kream.co.kr/products/58201 ,1493,163
New Balance 550 White Grey Dark Grey - 2E Wide,New Balance,"[(210, 212, 211, 71), (79, 80, 81, 15)]",https://kream.co.kr/products/59941 ,4494,41
Nike x Stussy Air Force 1 '07 Mid SP Black,Nike,"[(30, 30, 30, 70), (204, 210, 216, 24)]",https://kream.co.kr/products/60295 ,4468,141
Jordan 1 Low SE Craft White and Phantom,Jordan,"[(216, 212, 208, 78), (174, 172, 170, 9)]",https://kream.co.kr/products/63206 ,3141,38
Jordan 1 Mid SE ASW Black,Jordan,"[(44, 44, 46, 51), (215, 215, 217, 42)]",https://kream.co.kr/products/28881 ,10000,582
Asics Gel-1090 White Green,Asics,"[(208, 211, 210, 65), (14, 125, 44, 10)]",https://kream.co.kr/products/50948 ,3322,49
Nike x Travis Scott Air Trainer 1 Archaeo Brown and Rust Pink,Nike,"[(61, 41, 37, 55), (130, 98, 91, 19), (98, 73, 68, 11)]",https://kream.co.kr/products/62420 ,2510,150
(W) Nike Dunk Low SE Flip,Nike,"[(204, 206, 215, 50), (66, 54, 102, 12), (115, 116, 125, 12), (53, 51, 66, 10)]",https://kream.co.kr/products/33742 ,4188,669
Hoka One One Bondi 7 Black - Wide,Hoka One One,"[(44, 43, 46, 87)]",https://kream.co.kr/products/26353 ,2738,128
Adidas Yeezy Foam RNNR Stone Sage,Adidas,"[(125, 118, 101, 89)]",https://kream.co.kr/products/53770 ,7000,668
Jordan 4 Retro Infrared,Jordan,"[(70, 72, 74, 47), (200, 200, 200, 18), (137, 140, 144, 11), (30, 25, 26, 11)]",https://kream.co.kr/products/64822 ,930,23
Nike x Travis Scott Air Max 1 Cact.us Gold,Nike,"[(200, 179, 97, 74)]",https://kream.co.kr/products/44513 ,5058,314
New Balance 574 Legacy Team Away Grey,New Balance,"[(168, 163, 155, 78)]",https://kream.co.kr/products/77000 ,311,3
Nike x Skate Like a Girl SB Dunk Low QS Barely Rose,Nike,"[(91, 29, 55, 40), (205, 199, 191, 31), (169, 134, 98, 13)]",https://kream.co.kr/products/80887 ,1403,14
New Balance 992 Made in USA Brown,New Balance,"[(120, 87, 44, 57), (198, 193, 181, 25)]",https://kream.co.kr/products/45824 ,1045,36
Salomon XT-6 Turtledove,Salomon,"[(180, 169, 158, 54), (101, 78, 53, 16), (65, 44, 29, 9)]",https://kream.co.kr/products/77882 ,1235,7
New Balance 991 Made in UK 40th Anniversary Grey,New Balance,"[(81, 83, 86, 53), (205, 208, 190, 25), (141, 144, 141, 9)]",https://kream.co.kr/products/59931 ,651,18
(GS) Nike Dunk Low Safety Orange,Nike,"[(235, 85, 38, 35), (209, 199, 188, 23), (43, 35, 34, 18), (178, 151, 139, 9)]",https://kream.co.kr/products/77522 ,1976,77
Adidas x Song for the Mute Shadowturf Dusty Pink,Adidas,"[(94, 67, 82, 53), (146, 126, 140, 12), (32, 20, 30, 8)]",https://kream.co.kr/products/79066 ,618,4
New Balance 574 Heritage Gray,New Balance,"[(97, 96, 104, 54), (205, 200, 195, 19), (164, 153, 144, 13)]",https://kream.co.kr/products/74714 ,756,11
New Balance x Stone Island x Tokyo Design Studio FuelCell RC Elite v2 SI Red,New Balance,"[(218, 218, 221, 72), (180, 57, 69, 18)]",https://kream.co.kr/products/67975 ,1825,19
Jordan 4 Retro SE Amethyst Wave,Jordan,"[(154, 148, 166, 52), (38, 35, 39, 24), (92, 89, 97, 13)]",https://kream.co.kr/products/64144 ,468,8
(W) Nike Dunk Low Essential Black Paisley,Nike,"[(26, 26, 26, 48), (207, 207, 207, 39)]",https://kream.co.kr/products/47876 ,12000,231
New Balance 2002R Protection Pack Phantom,New Balance,"[(78, 77, 79, 85)]",https://kream.co.kr/products/37358 ,1288,43
(W) Nike Dunk High SE Sail Black,Nike,"[(27, 26, 25, 46), (197, 183, 164, 34), (144, 109, 73, 11)]",https://kream.co.kr/products/79353 ,360,8
Nike Air Max 95 Essential Triple White,Nike,"[(216, 218, 219, 87)]",https://kream.co.kr/products/26046 ,2112,58
Salomon XT-6 Mindful Grey Green Moss Grey,Salomon,"[(168, 164, 149, 64), (102, 103, 97, 9), (217, 218, 211, 8)]",https://kream.co.kr/products/76073 ,310,2
New Balance 1906R White Navy Gold,New Balance,"[(197, 186, 181, 53), (46, 38, 50, 24)]",https://kream.co.kr/products/76371 ,490,4
Converse x Stussy Chuck 70 High Plumeria,Converse,"[(211, 126, 134, 48), (221, 216, 216, 23), (37, 26, 29, 13), (208, 186, 187, 11)]",https://kream.co.kr/products/75039 ,3072,27
(W) Nike Air Force 1 '07 LX Sail Cinnabar,Nike,"[(213, 211, 202, 81)]",https://kream.co.kr/products/75923 ,822,4
Vans Vault x CDG Slip-On LX White,Vans,"[(215, 212, 211, 69), (44, 43, 43, 21)]",https://kream.co.kr/products/79082 ,1038,17
(PS) Nike Dunk Low Wolf Grey,Nike,"[(186, 187, 191, 77), (233, 233, 234, 10), (131, 131, 134, 9)]",https://kream.co.kr/products/49925 ,4978,104
Converse One Star Ox Black,Converse,"[(19, 17, 19, 44), (205, 199, 189, 42)]",https://kream.co.kr/products/42249 ,3604,22
(W) Jordan 1 Zoom Air CMFT Pale Ivory,Jordan,"[(206, 200, 194, 73), (44, 40, 40, 15)]",https://kream.co.kr/products/33758 ,2685,58
(W) Nike Air Force 1 '07 LV8 Photon Dust Cashmere,Nike,"[(196, 192, 173, 74), (177, 157, 112, 9)]",https://kream.co.kr/products/41481 ,8044,32
(GS) Jordan 1 Low Light Arctic Pink,Jordan,"[(226, 215, 211, 63), (222, 175, 160, 20)]",https://kream.co.kr/products/32005 ,7924,61
Adidas x Atmos Adimatic OG Shoebox,Adidas,"[(139, 100, 63, 52), (216, 209, 188, 25), (35, 32, 30, 16)]",https://kream.co.kr/products/76944 ,2060,37
Jordan 1 Low SE Black White Onyx,Jordan,"[(38, 35, 33, 44), (189, 185, 173, 33)]",https://kream.co.kr/products/78683 ,584,10
(W) Nike Dunk Low SE Patchwork,Nike,"[(223, 223, 226, 45), (44, 66, 73, 34), (156, 78, 67, 8)]",https://kream.co.kr/products/51977 ,1475,121
New Balance 530 White Indigo Blue,New Balance,"[(197, 189, 187, 81), (229, 224, 223, 10)]",https://kream.co.kr/products/73057 ,2020,12
(W) Nike Daybreak Black White,Nike,"[(28, 27, 29, 59), (209, 204, 203, 32)]",https://kream.co.kr/products/23472 ,2465,68
(GS) Nike Dunk Low Ivory Hyper Royal,Nike,"[(163, 171, 171, 58), (102, 115, 116, 12), (20, 60, 116, 9), (207, 208, 198, 8)]",https://kream.co.kr/products/80374 ,226,3
Adidas Samba Linen Savanna,Adidas,"[(218, 205, 189, 88)]",https://kream.co.kr/products/69722 ,3377,14
(GS) Jordan 1 Retro High OG Taxi,Jordan,"[(226, 223, 216, 36), (57, 54, 53, 29), (221, 159, 29, 26)]",https://kream.co.kr/products/72618 ,1992,62
New Balance 550 White Grey - 2E Wide,New Balance,"[(200, 195, 189, 71), (46, 44, 48, 13)]",https://kream.co.kr/products/51741 ,4566,79
Salomon XT-4 Tobacco Brown,Salomon,"[(195, 179, 165, 36), (45, 44, 43, 29), (233, 232, 228, 12), (98, 99, 97, 8)]",https://kream.co.kr/products/56174 ,668,11
Asics Gel-Sonoma 15-50 Black,Asics,"[(21, 20, 20, 74), (55, 52, 53, 10)]",https://kream.co.kr/products/56582 ,2982,9
New Balance 530 Beige,New Balance,"[(187, 188, 186, 94)]",https://kream.co.kr/products/25387 ,1779,4
Converse x Stussy One Star Ox 8 Ball Green,Converse,"[(216, 216, 219, 41), (148, 186, 100, 21), (104, 147, 48, 19), (48, 62, 34, 13)]",https://kream.co.kr/products/82783 ,267,1
Salomon XT-6 Lunar Rock Magnet,Salomon,"[(169, 168, 155, 56), (42, 44, 31, 19), (131, 142, 42, 11)]",https://kream.co.kr/products/74268 ,356,5
Nike Dunk High Retro Championship Khaki,Nike,"[(60, 60, 48, 49), (221, 221, 221, 42)]",https://kream.co.kr/products/46628 ,6683,93
Nike x Billie Eilish Air Force 1 High '07 SP Mushroom,Nike,"[(202, 187, 176, 82)]",https://kream.co.kr/products/57454 ,3113,91
Nike x Stussy Air Max 2013 Psychic Pink,Nike,"[(197, 120, 156, 63), (222, 170, 193, 13), (39, 32, 37, 10)]",https://kream.co.kr/products/72411 ,2752,65
(GS) Nike Air Force 1 LE Black,Nike,"[(27, 28, 28, 86)]",https://kream.co.kr/products/42521 ,928,1
New Balance 2002R Protection Pack Distressed,New Balance,"[(194, 194, 178, 81)]",https://kream.co.kr/products/70363 ,216,8
Nike x Sacai Blazer Low Iron Grey,Nike,"[(209, 209, 209, 52), (56, 55, 56, 36)]",https://kream.co.kr/products/38231 ,9552,448
Nike Air Force 1 Low Retro Color of the Month White,Nike,"[(208, 209, 213, 81), (234, 236, 236, 10)]",https://kream.co.kr/products/69871 ,1994,31
Nike Air Force 1 '07 Low University Blue,Nike,"[(52, 116, 181, 48), (201, 202, 209, 37)]",https://kream.co.kr/products/44686 ,4309,67
Salomon XT-6 Expanse Black Ebony,Salomon,"[(35, 36, 38, 83), (62, 62, 64, 10)]",https://kream.co.kr/products/74555 ,785,1
Nike Air Force 1 '07 Pecan,Nike,"[(203, 201, 204, 72), (106, 71, 55, 24)]",https://kream.co.kr/products/55309 ,2649,33
Adidas Yeezy Slide Flax,Adidas,"[(125, 86, 75, 77), (140, 99, 90, 12)]",https://kream.co.kr/products/74708 ,849,27
(GS) Nike Dunk Low Triple Pink,Nike,"[(219, 166, 172, 79)]",https://kream.co.kr/products/68118 ,4093,23
Nike Air Zoom Alphafly Next% Hyper Violet,Nike,"[(73, 37, 51, 51), (156, 154, 156, 20), (24, 22, 24, 8)]",https://kream.co.kr/products/61232 ,511,13
(W) Nike Air Force 1 Fontanka Pink Foam,Nike,"[(211, 150, 173, 69), (237, 205, 216, 15)]",https://kream.co.kr/products/39455 ,5304,22
Nike Dunk Low Retro SE Black,Nike,"[(43, 42, 40, 54), (223, 222, 223, 40)]",https://kream.co.kr/products/64435 ,3722,55
Nike SB Dunk Low Pro Shamrock,Nike,"[(8, 123, 89, 58), (199, 188, 171, 32)]",https://kream.co.kr/products/63346 ,2711,117
Asics Gel-Kayano 14 Black Coffee,Asics,"[(40, 34, 30, 36), (207, 203, 204, 20), (182, 180, 181, 10), (151, 139, 128, 8)]",https://kream.co.kr/products/76551 ,782,14
New Balance 1906R Black Red,New Balance,"[(217, 207, 189, 55), (50, 44, 47, 17), (189, 167, 123, 9)]",https://kream.co.kr/products/82258 ,136,5
Reebok Club C 85 Vintage Chalk Green,Reebok,"[(219, 216, 205, 91)]",https://kream.co.kr/products/53196 ,1908,22
Nike Air Max 90 G White Black,Nike,"[(212, 213, 214, 83), (27, 29, 29, 11)]",https://kream.co.kr/products/39847 ,643,10
(GS) Jordan 1 Retro High OG Patent Bred,Jordan,"[(26, 23, 29, 33), (155, 33, 34, 31), (216, 214, 221, 20)]",https://kream.co.kr/products/45434 ,2460,235
Nike x Ambush Air Adjust Force SP Summit White and Black,Nike,"[(201, 205, 204, 45), (34, 34, 35, 41)]",https://kream.co.kr/products/72906 ,1199,24
Jordan 1 Zoom Air CMFT Somos Familia Dia De Muertos,Jordan,"[(185, 172, 148, 75)]",https://kream.co.kr/products/81360 ,113,1
Salomon XA Pro 3D Alloy Silver,Salomon,"[(139, 139, 139, 71), (41, 41, 42, 9), (208, 208, 208, 8)]",https://kream.co.kr/products/67233 ,1672,8
Jordan 1 Low SE Chocolate Bliss,Jordan,"[(71, 52, 46, 49), (207, 203, 196, 20), (147, 140, 127, 12), (164, 161, 148, 9)]",https://kream.co.kr/products/44173 ,8746,219
(W) Nike Dunk Low Triple White,Nike,"[(212, 217, 222, 95)]",https://kream.co.kr/products/36465 ,15000,163
Nike Air Max 97 Neon Seoul,Nike,"[(27, 27, 29, 57), (205, 156, 145, 16), (67, 65, 67, 10)]",https://kream.co.kr/products/20097 ,1752,278
(W) Jordan 1 Mid SE Black White,Jordan,"[(38, 35, 38, 46), (206, 207, 207, 42)]",https://kream.co.kr/products/67461 ,4034,13
Nike Air Tailwind 79 White Phantom Black,Nike,"[(232, 229, 228, 78), (41, 43, 47, 16)]",https://kream.co.kr/products/18394 ,9691,267
(W) Autry Medalist Low Leather Suede Sneakers White,Autry,"[(193, 185, 163, 70), (226, 225, 222, 22)]",https://kream.co.kr/products/48216 ,896,7
Jordan 1 KO Chicago 2021,Jordan,"[(213, 210, 206, 39), (151, 12, 28, 33), (31, 21, 24, 20)]",https://kream.co.kr/products/34101 ,12000,756
Adidas Gazelle Indoor Blue Bird,Adidas,"[(21, 90, 143, 49), (156, 118, 87, 30), (222, 221, 226, 17)]",https://kream.co.kr/products/74717 ,876,2
(W) Nike Air Force 1 PLT.AF.ORM Triple White,Nike,"[(200, 201, 202, 70), (229, 230, 231, 21)]",https://kream.co.kr/products/57608 ,2928,9
New Balance 1906R White Metallic Silver,New Balance,"[(199, 191, 186, 72)]",https://kream.co.kr/products/76177 ,719,8
Nike Air Force 1 '07 LV8 Night Maroon,Nike,"[(198, 188, 176, 43), (99, 47, 47, 25), (60, 19, 27, 20)]",https://kream.co.kr/products/79358 ,380,3
(W) Jordan 1 Low New Emerald,Jordan,"[(53, 144, 129, 46), (206, 210, 213, 41)]",https://kream.co.kr/products/68353 ,3265,21
New Balance 530 Silver Grey,New Balance,"[(171, 169, 180, 72), (106, 103, 114, 9)]",https://kream.co.kr/products/73867 ,1015,2
Jordan 1 Mid Blue Mint,Jordan,"[(213, 219, 216, 48), (43, 61, 85, 28), (111, 131, 146, 11), (155, 181, 169, 8)]",https://kream.co.kr/products/59390 ,2465,69
New Balance 327 Moonbeam Ghost Pepper,New Balance,"[(197, 192, 180, 40), (175, 138, 91, 19), (115, 47, 64, 17), (151, 111, 61, 8)]",https://kream.co.kr/products/28560 ,2746,228
Nike SB Dunk Low Pro Light Cognac,Nike,"[(157, 108, 82, 50), (215, 213, 212, 20), (175, 166, 163, 20)]",https://kream.co.kr/products/58020 ,1414,42
Salomon XT-6 Expanse Feather Grey,Salomon,"[(72, 58, 50, 47), (197, 175, 143, 25), (152, 123, 85, 12), (175, 163, 152, 8)]",https://kream.co.kr/products/75415 ,340,1
New Balance 530 Black,New Balance,"[(25, 25, 27, 86)]",https://kream.co.kr/products/26473 ,1011,10
(GS) Nike Dunk Low Hot Curry and Game Royal,Nike,"[(222, 217, 213, 36), (193, 103, 46, 35), (164, 17, 29, 10)]",https://kream.co.kr/products/72014 ,2040,57
New Balance 574 Grey - D Standard,New Balance,"[(133, 124, 117, 64), (218, 216, 215, 16), (182, 176, 173, 9)]",https://kream.co.kr/products/14312 ,6287,147
Jordan 11 Retro Low Legend Blue,Jordan,"[(216, 216, 216, 81)]",https://kream.co.kr/products/33102 ,1874,167
Jordan 1 Retro High OG Electro Orange,Jordan,"[(211, 209, 210, 48), (31, 30, 30, 31)]",https://kream.co.kr/products/37466 ,12000,735
Nike Dunk Low SE Photon Dust and Summit White,Nike,"[(175, 170, 164, 82), (43, 41, 45, 8)]",https://kream.co.kr/products/68352 ,1895,18
(TD) Nike Dunk Low Black,Nike,"[(38, 39, 44, 54), (212, 214, 221, 38)]",https://kream.co.kr/products/28231 ,2415,560
New Balance 574 Heritage Blue White,New Balance,"[(15, 74, 132, 51), (175, 171, 163, 34)]",https://kream.co.kr/products/74716 ,1209,11
(W) Nike Daybreak Summit White Black,Nike,"[(176, 174, 175, 60), (217, 219, 225, 16), (43, 42, 46, 11)]",https://kream.co.kr/products/55264 ,2183,3
Converse x Stussy One Star Ox Black,Converse,"[(37, 36, 37, 48), (212, 211, 212, 46)]",https://kream.co.kr/products/64630 ,7355,73
(GS) Jordan 1 Mid SE Diamond,Jordan,"[(211, 212, 212, 56), (25, 25, 27, 33)]",https://kream.co.kr/products/50947 ,8249,65
Nike Dunk Low Retro Championship Gold,Nike,"[(87, 21, 26, 50), (212, 208, 210, 20), (155, 76, 54, 14)]",https://kream.co.kr/products/42389 ,3108,84
Oofos x Takahiromiyashita The Soloist The Soloist's Way Of Life Clog Black White,Oofos,"[(30, 30, 33, 66), (107, 109, 111, 16), (70, 70, 72, 13)]",https://kream.co.kr/products/70229 ,1325,66
Jordan 1 Retro High OG Prototype,Jordan,"[(228, 223, 224, 50), (34, 37, 43, 28), (126, 173, 201, 11)]",https://kream.co.kr/products/40563 ,3923,185
Asics Gel-Kayano 14 Cream Pure Silver,Asics,"[(205, 206, 208, 55), (158, 165, 171, 11), (37, 85, 119, 8), (169, 152, 126, 8)]",https://kream.co.kr/products/52238 ,2674,30
Nike Air Force 1 B Silver Snake,Nike,"[(197, 200, 204, 54), (37, 39, 41, 29)]",https://kream.co.kr/products/28727 ,9368,543
Asics Gel-1130 Polar Shade Silver,Asics,"[(208, 210, 213, 60), (117, 120, 127, 17), (157, 160, 165, 8)]",https://kream.co.kr/products/50106 ,4464,35
Adidas x Parley Superstar White,Adidas,"[(220, 214, 213, 79), (28, 26, 27, 16)]",https://kream.co.kr/products/61839 ,1972,28
(W) Jordan 1 Low Aluminum,Jordan,"[(159, 185, 203, 74), (217, 219, 221, 19)]",https://kream.co.kr/products/47344 ,6390,40
Nike Air Zoom GT Cut 2 Black Racer Blue,Nike,"[(42, 41, 42, 62), (73, 71, 73, 10), (82, 92, 117, 9)]",https://kream.co.kr/products/83416 ,42,3
(W) Nike x Off-White Vapor Street Tour Yellow,Nike,"[(148, 146, 118, 51), (16, 39, 49, 17), (222, 197, 124, 11), (148, 130, 34, 11)]",https://kream.co.kr/products/22745 ,736,108
(W) Nike Dunk Low Golden Gals Metallic Silver,Nike,"[(207, 202, 206, 44), (102, 99, 102, 15), (129, 125, 126, 15), (41, 40, 44, 11)]",https://kream.co.kr/products/44568 ,1490,9
New Balance 2002R Navy,New Balance,"[(29, 31, 47, 59), (192, 188, 186, 24)]",https://kream.co.kr/products/25783 ,5252,39
New Balance 2002R Grape Leaf,New Balance,"[(47, 50, 46, 64), (181, 183, 181, 24)]",https://kream.co.kr/products/53435 ,2316,45
New Balance 574 Legacy Ivory,New Balance,"[(207, 208, 204, 89)]",https://kream.co.kr/products/65215 ,1095,6
Vans Slip-On Checkerboard,Vans,"[(218, 221, 218, 76), (47, 49, 53, 20)]",https://kream.co.kr/products/9127 ,4339,234
Nike Air Force 1 Mid '07 White,Nike,"[(215, 215, 217, 76), (246, 247, 248, 14)]",https://kream.co.kr/products/6146 ,5979,193
Nike x Matthew M Williams 005 Slide Light Bone and Chrome,Nike,"[(185, 178, 163, 77)]",https://kream.co.kr/products/76937 ,801,19
Nike Dunk Low Retro SE Next Nature Nike Sun Club,Nike,"[(194, 161, 85, 46), (213, 211, 201, 20), (182, 176, 159, 18)]",https://kream.co.kr/products/59561 ,12000,272
Vans Vault x Bianca Chandon Classic Slip-On LX Stressed Black White,Vans,"[(222, 218, 205, 77), (188, 183, 166, 8)]",https://kream.co.kr/products/74259 ,2570,31
(W) Nike Air Force 1 '07 LX Celestine Blue,Nike,"[(191, 197, 203, 43), (111, 159, 194, 22), (143, 182, 210, 15), (218, 224, 227, 9)]",https://kream.co.kr/products/71718 ,5738,36
Converse Chuck 70 Ox Midnight Clover,Converse,"[(208, 202, 194, 44), (38, 61, 55, 44)]",https://kream.co.kr/products/30256 ,3505,29
Darkr8m Studio Slides Black,Darkr8m Studio,"[(40, 40, 40, 91)]",https://kream.co.kr/products/82091 ,221,10
Nike x Stussy Air Zoom Spiridon Kukini White,Nike,"[(227, 224, 225, 83), (53, 47, 45, 8)]",https://kream.co.kr/products/24901 ,4113,198
Jordan 1 Mid White Black Tie-Dye,Jordan,"[(211, 204, 214, 47), (48, 46, 51, 39)]",https://kream.co.kr/products/60303 ,2160,27
(GS) Jordan 1 Low Bred Toe,Jordan,"[(201, 196, 196, 40), (36, 34, 34, 31), (122, 24, 38, 25)]",https://kream.co.kr/products/42621 ,6355,107
(GS) Nike Dunk Low SE Jackpot,Nike,"[(155, 157, 167, 56), (205, 207, 216, 12), (46, 38, 44, 9), (104, 105, 108, 9), (114, 118, 126, 8)]",https://kream.co.kr/products/72044 ,3763,18
(W) Hoka One One Bondi 7 Black - Wide,Hoka One One,"[(44, 43, 46, 87)]",https://kream.co.kr/products/26359 ,429,9
Salomon RX Snug Moss Gray,Salomon,"[(160, 155, 137, 49), (83, 84, 77, 20), (59, 60, 54, 14), (207, 202, 183, 9)]",https://kream.co.kr/products/82107 ,57,0
Nike Air Force 1 Low Retro QS West Indies,Nike,"[(215, 216, 217, 80), (31, 109, 67, 14)]",https://kream.co.kr/products/75002 ,2146,18
Adidas Tobacco Gruen Collegiate Burgundy,Adidas,"[(110, 47, 64, 51), (71, 48, 56, 22), (57, 43, 49, 13), (133, 58, 77, 9)]",https://kream.co.kr/products/76479 ,1711,12
Adidas x Sean Wotherspoon Superstar Superearth Black,Adidas,"[(208, 205, 197, 40), (43, 51, 45, 28), (154, 70, 46, 10)]",https://kream.co.kr/products/43852 ,4952,97
New Balance 1600 Premium Vintage Navy,New Balance,"[(39, 52, 60, 45), (206, 194, 165, 29), (132, 130, 123, 10)]",https://kream.co.kr/products/55009 ,2446,29
(W) Nike Dunk Low Coast,Nike,"[(112, 160, 207, 51), (225, 225, 222, 37)]",https://kream.co.kr/products/28065 ,21000,1838
Jordan 1 Retro High OG Defiant SB LA to Chicago,Jordan,"[(226, 225, 219, 40), (36, 31, 56, 37), (160, 103, 47, 13)]",https://kream.co.kr/products/20643 ,10000,1639
Nike x Sacai VaporWaffle Dark Iris,Nike,"[(42, 30, 71, 49), (220, 218, 216, 33)]",https://kream.co.kr/products/33577 ,4432,1148
Adidas Yeezy Boost 350 V2 Core Black White 2022,Adidas,"[(24, 23, 22, 81), (156, 151, 132, 13)]",https://kream.co.kr/products/53683 ,4695,160
(W) Nike Dunk Low Archeo Pink,Nike,"[(169, 56, 75, 42), (206, 199, 202, 31), (196, 101, 113, 10)]",https://kream.co.kr/products/41637 ,20000,478
Nike Dunk Low Retro Varsity Green,Nike,"[(60, 80, 69, 54), (214, 214, 214, 38)]",https://kream.co.kr/products/32655 ,30000,1397
Adidas Yeezy 500 Blush 2022,Adidas,"[(199, 195, 180, 87)]",https://kream.co.kr/products/52382 ,3706,89
Adidas Yeezy Boost 350 V2 Zebra 2017/2019/2020,Adidas,"[(213, 216, 212, 71), (51, 53, 58, 8)]",https://kream.co.kr/products/9654 ,8004,1725
Nike x Ambush Dunk High Black,Nike,"[(34, 36, 37, 55), (227, 229, 230, 34)]",https://kream.co.kr/products/26706 ,7597,1801
Adidas Yeezy 700 V3 Azael 2022,Adidas,"[(229, 230, 226, 82), (32, 36, 34, 8)]",https://kream.co.kr/products/72614 ,2167,85
Nike SB Dunk Low Pro Chicago,Nike,"[(223, 222, 229, 32), (153, 50, 52, 31), (38, 33, 39, 21)]",https://kream.co.kr/products/25283 ,10000,1166
Adidas Yeezy Boost 700 V2 Cream,Adidas,"[(221, 217, 210, 86)]",https://kream.co.kr/products/30615 ,2795,293
New Balance x JJJJound 990v3 Olive,New Balance,"[(102, 115, 91, 52), (209, 206, 192, 29), (33, 34, 32, 11)]",https://kream.co.kr/products/52322 ,3578,133
Jordan 1 Mid SE Pine Green Light Smoke Grey,Jordan,"[(174, 178, 181, 61), (43, 87, 57, 18), (220, 224, 226, 12)]",https://kream.co.kr/products/44073 ,8915,161
